"GCAM_region_name","GCAM_region_ID","GCAM_commodity","year","est.cp_2005usd_tonne"
"South Korea","28","MiscCrop",1971,1187.67987053301
"Southeast Asia","29","MiscCrop",1971,720.211478359968
"Argentina","31","MiscCrop",1971,1829.19917647896
"Colombia","32","MiscCrop",1971,1132.72883127488
"HongKong_Macau","33","MiscCrop",1971,1910.14948251609
"USA","01","OilCrop",1971,4992.42704400448
"Africa_Eastern","02","OilCrop",1971,1514.51348931503
"Africa_Northern","03","OilCrop",1971,1832.10370272554
"Africa_Southern","04","OilCrop",1971,1888.54507031121
"Africa_Western","05","OilCrop",1971,1776.02180807442
"Australia_NZ","06","OilCrop",1971,4805.76297793757
"Brazil","07","OilCrop",1971,2639.26083116159
"Canada","08","OilCrop",1971,4690.09523279995
"Central America and Caribbean","09","OilCrop",1971,2367.01178107999
"Central Asia","10","OilCrop",1971,1957.17990084127
"China","11","OilCrop",1971,1182.781672403
"EU-12","12","OilCrop",1971,3048.90250372521
"EU-15","13","OilCrop",1971,4563.76419458783
"Europe_Non_EU","15","OilCrop",1971,2821.52287342425
"European Free Trade Association","16","OilCrop",1971,6112.26808751578
"India","17","OilCrop",1971,1450.43331799762
"Indonesia","18","OilCrop",1971,1434.66417851127
"Japan","19","OilCrop",1971,4879.83507164428
"Mexico","20","OilCrop",1971,3264.10508318537
"Middle East","21","OilCrop",1971,4284.39501611407
"Pakistan","22","OilCrop",1971,1608.77857293575
"South Africa","24","OilCrop",1971,3517.97187062664
"South America_Northern","25","OilCrop",1971,4045.93314751243
"South America_Southern","26","OilCrop",1971,2687.04962186585
"South Asia","27","OilCrop",1971,1426.52497681897
"South Korea","28","OilCrop",1971,2365.97279395833
"Southeast Asia","29","OilCrop",1971,1893.63864828557
"Argentina","31","OilCrop",1971,3560.49505693093
"Colombia","32","OilCrop",1971,2569.39453270546
"HongKong_Macau","33","OilCrop",1971,3723.60811761459
"USA","01","OtherGrain",1971,2862.50454638859
"Africa_Eastern","02","OtherGrain",1971,642.432786727492
"Africa_Northern","03","OtherGrain",1971,766.874419096589
"Africa_Southern","04","OtherGrain",1971,798.8932370969
"Africa_Western","05","OtherGrain",1971,767.627454649525
"Australia_NZ","06","OtherGrain",1971,2825.24450884731
"Brazil","07","OtherGrain",1971,1301.8673100294
"Canada","08","OtherGrain",1971,2692.41447510046
"Central America and Caribbean","09","OtherGrain",1971,1728.96204929311
"Central Asia","10","OtherGrain",1971,876.123850862258
"China","11","OtherGrain",1971,579.899911816087
"EU-12","12","OtherGrain",1971,1622.82187766761
"EU-15","13","OtherGrain",1971,2873.76020649261
"Europe_Non_EU","15","OtherGrain",1971,1527.30765008355
"European Free Trade Association","16","OtherGrain",1971,4730.83197999657
"India","17","OtherGrain",1971,583.164764154736
"Indonesia","18","OtherGrain",1971,591.920861585015
"Japan","19","OtherGrain",1971,3643.76874239117
"Mexico","20","OtherGrain",1971,1745.89980573809
"Middle East","21","OtherGrain",1971,2446.22101518422
"Pakistan","22","OtherGrain",1971,660.328573280039
"South Africa","24","OtherGrain",1971,1895.01021312001
"South America_Northern","25","OtherGrain",1971,2176.41012440238
"South America_Southern","26","OtherGrain",1971,1306.98247786279
"South Asia","27","OtherGrain",1971,558.510489980928
"South Korea","28","OtherGrain",1971,1275.58317224712
"Southeast Asia","29","OtherGrain",1971,813.296050159754
"Argentina","31","OtherGrain",1971,1935.53818902997
"Colombia","32","OtherGrain",1971,1254.96577309394
"HongKong_Macau","33","OtherGrain",1971,2053.85572812036
"USA","01","PalmFruit",1971,958.437246867868
"Africa_Eastern","02","PalmFruit",1971,454.854373762443
"Africa_Northern","03","PalmFruit",1971,436.99706072415
"Africa_Southern","04","PalmFruit",1971,405.264507695066
"Africa_Western","05","PalmFruit",1971,412.485720749002
"Australia_NZ","06","PalmFruit",1971,929.71294776322
"Brazil","07","PalmFruit",1971,576.502741124789
"Canada","08","PalmFruit",1971,924.970502656931
"Central America and Caribbean","09","PalmFruit",1971,689.089491805558
"Central Asia","10","PalmFruit",1971,453.624388893635
"China","11","PalmFruit",1971,419.943987688849
"EU-12","12","PalmFruit",1971,652.635931554672
"EU-15","13","PalmFruit",1971,866.195018072695
"Europe_Non_EU","15","PalmFruit",1971,606.380595540284
"European Free Trade Association","16","PalmFruit",1971,1042.06303709102
"India","17","PalmFruit",1971,442.653387817689
"Indonesia","18","PalmFruit",1971,390.597580471563
"Japan","19","PalmFruit",1971,843.693224774245
"Mexico","20","PalmFruit",1971,873.196046484802
"Middle East","21","PalmFruit",1971,805.344189378382
"Pakistan","22","PalmFruit",1971,393.040539419068
"South Africa","24","PalmFruit",1971,718.099287362853
"South America_Northern","25","PalmFruit",1971,1031.89046007791
"South America_Southern","26","PalmFruit",1971,592.438555995213
"South Asia","27","PalmFruit",1971,384.744921294938
"South Korea","28","PalmFruit",1971,512.528656277627
"Southeast Asia","29","PalmFruit",1971,451.852864998059
"Argentina","31","PalmFruit",1971,732.905310620684
"Colombia","32","PalmFruit",1971,674.355147603134
"HongKong_Macau","33","PalmFruit",1971,759.703716853018
"USA","01","Pork",1971,6857.49842034013
"Africa_Eastern","02","Pork",1971,2783.09362247602
"Africa_Northern","03","Pork",1971,4369.6774750532
"Africa_Southern","04","Pork",1971,2498.11209664452
"Africa_Western","05","Pork",1971,3333.76868733293
"Australia_NZ","06","Pork",1971,8342.57231062537
"Brazil","07","Pork",1971,6528.6992358149
"Canada","08","Pork",1971,6243.46918707591
"Central America and Caribbean","09","Pork",1971,8379.14290549867
"Central Asia","10","Pork",1971,5077.41579071872
"China","11","Pork",1971,3260.78354042971
"EU-12","12","Pork",1971,5763.73993036732
"EU-15","13","Pork",1971,12509.0428693202
"Europe_Non_EU","15","Pork",1971,5584.69908103816
"European Free Trade Association","16","Pork",1971,27706.9515460232
"India","17","Pork",1971,2117.16829399809
"Indonesia","18","Pork",1971,2122.80290046157
"Japan","19","Pork",1971,17139.9105422449
"Mexico","20","Pork",1971,7990.51746161089
"Middle East","21","Pork",1971,9270.21260984619
"Pakistan","22","Pork",1971,4368.64000666252
"South Africa","24","Pork",1971,7016.9436252931
"South America_Northern","25","Pork",1971,10620.8233492276
"South America_Southern","26","Pork",1971,3978.19040930546
"South Asia","27","Pork",1971,2003.22934177048
"South Korea","28","Pork",1971,8451.08079445023
"Southeast Asia","29","Pork",1971,2836.34952147385
"Argentina","31","Pork",1971,8397.67397833682
"Colombia","32","Pork",1971,5409.67230703721
"HongKong_Macau","33","Pork",1971,8719.996101656
"USA","01","Poultry",1971,3717.87821931557
"Africa_Eastern","02","Poultry",1971,2308.96899959269
"Africa_Northern","03","Poultry",1971,2693.69860544931
"Africa_Southern","04","Poultry",1971,2480.89776378059
"Africa_Western","05","Poultry",1971,5310.19616617345
"Australia_NZ","06","Poultry",1971,6417.59399761008
"Brazil","07","Poultry",1971,3912.41313969699
"Canada","08","Poultry",1971,4464.73635742474
"Central America and Caribbean","09","Poultry",1971,7669.99096321633
"Central Asia","10","Poultry",1971,3315.03527689917
"China","11","Poultry",1971,2475.94574754425
"EU-12","12","Poultry",1971,3902.06606606301
"EU-15","13","Poultry",1971,7654.73593991849
"Europe_Non_EU","15","Poultry",1971,5240.98863978427
"European Free Trade Association","16","Poultry",1971,17233.2374364802
"India","17","Poultry",1971,1990.69716160709
"Indonesia","18","Poultry",1971,3243.14795378738
"Japan","19","Poultry",1971,6506.17073740773
"Mexico","20","Poultry",1971,4951.16818111361
"Middle East","21","Poultry",1971,8708.12241705819
"Pakistan","22","Poultry",1971,2390.90323751103
"South Africa","24","Poultry",1971,6725.80323600525
"South America_Northern","25","Poultry",1971,5026.93760225417
"South America_Southern","26","Poultry",1971,3601.88890171525
"South Asia","27","Poultry",1971,1731.9623293194
"South Korea","28","Poultry",1971,7528.97976593205
"Southeast Asia","29","Poultry",1971,2344.00067098305
"Argentina","31","Poultry",1971,4618.48008183412
"Colombia","32","Poultry",1971,4994.7416267521
"HongKong_Macau","33","Poultry",1971,4734.5550827113
"USA","01","Rice",1971,2669.01311285549
"Africa_Eastern","02","Rice",1971,884.866132405104
"Africa_Northern","03","Rice",1971,1006.26491641867
"Africa_Southern","04","Rice",1971,1028.46317780296
"Africa_Western","05","Rice",1971,1085.61227786176
"Australia_NZ","06","Rice",1971,2400.75872013317
"Brazil","07","Rice",1971,1657.92252952405
"Canada","08","Rice",1971,2734.68663418122
"Central America and Caribbean","09","Rice",1971,1503.09195845861
"Central Asia","10","Rice",1971,1286.37165225771
"China","11","Rice",1971,822.734834897087
"EU-12","12","Rice",1971,1898.0913493617
"EU-15","13","Rice",1971,2914.10914614382
"Europe_Non_EU","15","Rice",1971,1900.16181966297
"European Free Trade Association","16","Rice",1971,3102.43942972294
"India","17","Rice",1971,868.116532599998
"Indonesia","18","Rice",1971,844.10050036799
"Japan","19","Rice",1971,5831.64119149332
"Mexico","20","Rice",1971,1919.03005110824
"Middle East","21","Rice",1971,2840.58383220846
"Pakistan","22","Rice",1971,927.30982747604
"South Africa","24","Rice",1971,2130.85169648751
"South America_Northern","25","Rice",1971,2296.32795910991
"South America_Southern","26","Rice",1971,1443.5088340963
"South Asia","27","Rice",1971,852.346104789689
"South Korea","28","Rice",1971,1950.38664687667
"Southeast Asia","29","Rice",1971,1052.48648595232
"Argentina","31","Rice",1971,2137.52793441004
"Colombia","32","Rice",1971,1471.1238265492
"HongKong_Macau","33","Rice",1971,2220.34758785961
"USA","01","Root_Tuber",1971,707.024694673069
"Africa_Eastern","02","Root_Tuber",1971,244.752795674474
"Africa_Northern","03","Root_Tuber",1971,319.352200662558
"Africa_Southern","04","Root_Tuber",1971,255.481266082203
"Africa_Western","05","Root_Tuber",1971,322.10224585192
"Australia_NZ","06","Root_Tuber",1971,1025.61985559802
"Brazil","07","Root_Tuber",1971,404.816166425473
"Canada","08","Root_Tuber",1971,679.593519900498
"Central America and Caribbean","09","Root_Tuber",1971,532.336679941952
"Central Asia","10","Root_Tuber",1971,314.780287713943
"China","11","Root_Tuber",1971,707.705474673523
"EU-12","12","Root_Tuber",1971,427.904318538674
"EU-15","13","Root_Tuber",1971,710.552818300949
"Europe_Non_EU","15","Root_Tuber",1971,480.961601054449
"European Free Trade Association","16","Root_Tuber",1971,1466.68888423015
"India","17","Root_Tuber",1971,227.295810893429
"Indonesia","18","Root_Tuber",1971,220.624688255741
"Japan","19","Root_Tuber",1971,995.448286309369
"Mexico","20","Root_Tuber",1971,706.610908579198
"Middle East","21","Root_Tuber",1971,1391.32870475376
"Pakistan","22","Root_Tuber",1971,280.171254712327
"South Africa","24","Root_Tuber",1971,567.412582681406
"South America_Northern","25","Root_Tuber",1971,749.617343650453
"South America_Southern","26","Root_Tuber",1971,384.473943977325
"South Asia","27","Root_Tuber",1971,216.281940723828
"South Korea","28","Root_Tuber",1971,508.331238170413
"Southeast Asia","29","Root_Tuber",1971,283.623625245404
"Argentina","31","Root_Tuber",1971,520.782849268199
"Colombia","32","Root_Tuber",1971,454.520918229892
"HongKong_Macau","33","Root_Tuber",1971,540.784082164501
"USA","01","SheepGoat",1971,10057.3075649783
"Africa_Eastern","02","SheepGoat",1971,2953.49440696635
"Africa_Northern","03","SheepGoat",1971,4548.82371957684
"Africa_Southern","04","SheepGoat",1971,3750.94817088911
"Africa_Western","05","SheepGoat",1971,3690.20928428477
"Australia_NZ","06","SheepGoat",1971,7702.56540521372
"Brazil","07","SheepGoat",1971,4934.63693952468
"Canada","08","SheepGoat",1971,9524.4454386184
"Central America and Caribbean","09","SheepGoat",1971,6954.06777779186
"Central Asia","10","SheepGoat",1971,3793.9624550519
"China","11","SheepGoat",1971,2257.1408893485
"EU-12","12","SheepGoat",1971,5552.13042684783
"EU-15","13","SheepGoat",1971,15858.6747925343
"Europe_Non_EU","15","SheepGoat",1971,6191.36471092445
"European Free Trade Association","16","SheepGoat",1971,17582.7584579031
"India","17","SheepGoat",1971,2697.69034881333
"Indonesia","18","SheepGoat",1971,2805.70721197778
"Japan","19","SheepGoat",1971,24763.6831991391
"Mexico","20","SheepGoat",1971,8754.59158602942
"Middle East","21","SheepGoat",1971,10967.1531443287
"Pakistan","22","SheepGoat",1971,3242.04742854777
"South Africa","24","SheepGoat",1971,9012.59981125306
"South America_Northern","25","SheepGoat",1971,7239.64720135519
"South America_Southern","26","SheepGoat",1971,4787.43340422802
"South Asia","27","SheepGoat",1971,2736.17356351083
"South Korea","28","SheepGoat",1971,4337.47535752732
"Southeast Asia","29","SheepGoat",1971,3128.0136362625
"Argentina","31","SheepGoat",1971,6420.5549103475
"Colombia","32","SheepGoat",1971,5263.83537224423
"HongKong_Macau","33","SheepGoat",1971,6678.44964586581
"USA","01","SugarCrop",1971,756.047104716379
"Africa_Eastern","02","SugarCrop",1971,678.963747441531
"Africa_Northern","03","SugarCrop",1971,662.777240780943
"Africa_Southern","04","SugarCrop",1971,666.344591254619
"Africa_Western","05","SugarCrop",1971,713.496477514047
"Australia_NZ","06","SugarCrop",1971,756.704730340502
"Brazil","07","SugarCrop",1971,725.001379216166
"Canada","08","SugarCrop",1971,785.231537180779
"Central America and Caribbean","09","SugarCrop",1971,699.184643558822
"Central Asia","10","SugarCrop",1971,709.517980397412
"China","11","SugarCrop",1971,788.185816774815
"EU-12","12","SugarCrop",1971,725.678239525178
"EU-15","13","SugarCrop",1971,816.756951320918
"Europe_Non_EU","15","SugarCrop",1971,752.213215630828
"European Free Trade Association","16","SugarCrop",1971,924.042046629764
"India","17","SugarCrop",1971,660.09069974364
"Indonesia","18","SugarCrop",1971,702.199779924203
"Japan","19","SugarCrop",1971,886.481171199289
"Mexico","20","SugarCrop",1971,708.781872942492
"Middle East","21","SugarCrop",1971,813.61850977883
"Pakistan","22","SugarCrop",1971,660.39913844941
"South Africa","24","SugarCrop",1971,724.130930486516
"South America_Northern","25","SugarCrop",1971,721.715469955311
"South America_Southern","26","SugarCrop",1971,705.744444147808
"South Asia","27","SugarCrop",1971,665.034189358939
"South Korea","28","SugarCrop",1971,717.362068187899
"Southeast Asia","29","SugarCrop",1971,684.163956879881
"Argentina","31","SugarCrop",1971,740.844402664907
"Colombia","32","SugarCrop",1971,680.766647078541
"HongKong_Macau","33","SugarCrop",1971,743.244277545521
"USA","01","Wheat",1971,1197.63786880601
"Africa_Eastern","02","Wheat",1971,432.915138241998
"Africa_Northern","03","Wheat",1971,524.976817283768
"Africa_Southern","04","Wheat",1971,569.321158440177
"Africa_Western","05","Wheat",1971,524.495148679207
"Australia_NZ","06","Wheat",1971,1212.87606586794
"Brazil","07","Wheat",1971,709.601872735668
"Canada","08","Wheat",1971,1159.87166516019
"Central America and Caribbean","09","Wheat",1971,631.446277143452
"Central Asia","10","Wheat",1971,544.620666787193
"China","11","Wheat",1971,403.53074441464
"EU-12","12","Wheat",1971,813.71298537604
"EU-15","13","Wheat",1971,1270.87794284411
"Europe_Non_EU","15","Wheat",1971,795.253225809864
"European Free Trade Association","16","Wheat",1971,2202.86218886436
"India","17","Wheat",1971,415.389848391911
"Indonesia","18","Wheat",1971,419.091537148679
"Japan","19","Wheat",1971,1625.18312919874
"Mexico","20","Wheat",1971,885.174009923902
"Middle East","21","Wheat",1971,1259.88313082791
"Pakistan","22","Wheat",1971,443.059419603768
"South Africa","24","Wheat",1971,1005.72689531586
"South America_Northern","25","Wheat",1971,1053.84124864793
"South America_Southern","26","Wheat",1971,711.968350719415
"South Asia","27","Wheat",1971,402.300246796938
"South Korea","28","Wheat",1971,695.738231836493
"Southeast Asia","29","Wheat",1971,493.906620638245
"Argentina","31","Wheat",1971,924.893232863951
"Colombia","32","Wheat",1971,717.049870114045
"HongKong_Macau","33","Wheat",1971,962.295203109773
"USA","01","Beef",1972,12125.2071008766
"Africa_Eastern","02","Beef",1972,1626.20774084236
"Africa_Northern","03","Beef",1972,2665.71846357094
"Africa_Southern","04","Beef",1972,3433.01152351347
"Africa_Western","05","Beef",1972,2311.23775331222
"Australia_NZ","06","Beef",1972,9723.18678706061
"Brazil","07","Beef",1972,5466.64844074632
"Canada","08","Beef",1972,10323.1888825989
"Central America and Caribbean","09","Beef",1972,4102.60218981928
"Central Asia","10","Beef",1972,3452.55777550243
"China","11","Beef",1972,1670.39209219307
"EU-12","12","Beef",1972,5631.53403090614
"EU-15","13","Beef",1972,16019.1832114712
"Europe_Non_EU","15","Beef",1972,6343.51642588484
"European Free Trade Association","16","Beef",1972,29864.7316655288
"India","17","Beef",1972,1444.66123353283
"Indonesia","18","Beef",1972,1668.02794177226
"Japan","19","Beef",1972,32912.6584633532
"Mexico","20","Beef",1972,6223.08757953975
"Middle East","21","Beef",1972,9945.76414893622
"Pakistan","22","Beef",1972,2667.08068281955
"South Africa","24","Beef",1972,6196.51215598085
"South America_Northern","25","Beef",1972,6878.03172124438
"South America_Southern","26","Beef",1972,3965.27883814609
"South Asia","27","Beef",1972,1423.17371455433
"South Korea","28","Beef",1972,7127.32624116983
"Southeast Asia","29","Beef",1972,2326.67292000209
"Argentina","31","Beef",1972,7898.46166919971
"Colombia","32","Beef",1972,3897.44254390872
"HongKong_Macau","33","Beef",1972,8782.6855823788
"USA","01","Corn",1972,2061.83916047157
"Africa_Eastern","02","Corn",1972,436.19736843936
"Africa_Northern","03","Corn",1972,579.107371060177
"Africa_Southern","04","Corn",1972,601.045405231896
"Africa_Western","05","Corn",1972,574.565953730127
"Australia_NZ","06","Corn",1972,1991.05741999425
"Brazil","07","Corn",1972,961.67698322586
"Canada","08","Corn",1972,1962.98395687877
"Central America and Caribbean","09","Corn",1972,921.403029519422
"Central Asia","10","Corn",1972,632.818883037642
"China","11","Corn",1972,326.683849175325
"EU-12","12","Corn",1972,1120.95442144139
"EU-15","13","Corn",1972,1952.9809125938
"Europe_Non_EU","15","Corn",1972,1043.00647518064
"European Free Trade Association","16","Corn",1972,2843.19135964166
"India","17","Corn",1972,425.052911729826
"Indonesia","18","Corn",1972,436.389715788918
"Japan","19","Corn",1972,2185.6817277369
"Mexico","20","Corn",1972,1269.37439234245
"Middle East","21","Corn",1972,1894.59800459943
"Pakistan","22","Corn",1972,489.082215777924
"South Africa","24","Corn",1972,1308.1801502858
"South America_Northern","25","Corn",1972,1514.82586206436
"South America_Southern","26","Corn",1972,938.970424530499
"South Asia","27","Corn",1972,400.313048485639
"South Korea","28","Corn",1972,891.103842497609
"Southeast Asia","29","Corn",1972,620.318249774838
"Argentina","31","Corn",1972,1344.53535516704
"Colombia","32","Corn",1972,939.711454888408
"HongKong_Macau","33","Corn",1972,1480.94814274842
"USA","01","Dairy",1972,1069.88205534748
"Africa_Eastern","02","Dairy",1972,437.036572561018
"Africa_Northern","03","Dairy",1972,511.118719376678
"Africa_Southern","04","Dairy",1972,538.709514414611
"Africa_Western","05","Dairy",1972,453.687153843559
"Australia_NZ","06","Dairy",1972,969.345786525142
"Brazil","07","Dairy",1972,837.901619138655
"Canada","08","Dairy",1972,943.141948863107
"Central America and Caribbean","09","Dairy",1972,974.283315857675
"Central Asia","10","Dairy",1972,690.832675204129
"China","11","Dairy",1972,509.263993747868
"EU-12","12","Dairy",1972,693.747384947586
"EU-15","13","Dairy",1972,1203.77182794952
"Europe_Non_EU","15","Dairy",1972,834.326939664993
"European Free Trade Association","16","Dairy",1972,2385.5338826288
"India","17","Dairy",1972,427.882845484566
"Indonesia","18","Dairy",1972,386.589017014374
"Japan","19","Dairy",1972,1744.18585290001
"Mexico","20","Dairy",1972,1206.26629532075
"Middle East","21","Dairy",1972,2641.4150293196
"Pakistan","22","Dairy",1972,452.590347285517
"South Africa","24","Dairy",1972,954.060936598698
"South America_Northern","25","Dairy",1972,1085.92217265322
"South America_Southern","26","Dairy",1972,548.055385431636
"South Asia","27","Dairy",1972,430.385089990457
"South Korea","28","Dairy",1972,1032.94627097033
"Southeast Asia","29","Dairy",1972,422.082718347542
"Argentina","31","Dairy",1972,977.946699090307
"Colombia","32","Dairy",1972,656.02058767635
"HongKong_Macau","33","Dairy",1972,1022.51572749651
"USA","01","MiscCrop",1972,2173.55298664562
"Africa_Eastern","02","MiscCrop",1972,665.305403522852
"Africa_Northern","03","MiscCrop",1972,675.840982697478
"Africa_Southern","04","MiscCrop",1972,650.821008897233
"Africa_Western","05","MiscCrop",1972,719.777723820037
"Australia_NZ","06","MiscCrop",1972,2530.3162917339
"Brazil","07","MiscCrop",1972,1455.93790853367
"Canada","08","MiscCrop",1972,1892.44962593358
"Central America and Caribbean","09","MiscCrop",1972,1218.52105661796
"Central Asia","10","MiscCrop",1972,1056.409324633
"China","11","MiscCrop",1972,1115.60627325204
"EU-12","12","MiscCrop",1972,1194.96463191902
"EU-15","13","MiscCrop",1972,2438.67647949398
"Europe_Non_EU","15","MiscCrop",1972,1333.75824488721
"European Free Trade Association","16","MiscCrop",1972,5651.61715636142
"India","17","MiscCrop",1972,513.122905126202
"Indonesia","18","MiscCrop",1972,632.237949757211
"Japan","19","MiscCrop",1972,2665.7748012142
"Mexico","20","MiscCrop",1972,1567.27294050555
"Middle East","21","MiscCrop",1972,2123.14447534595
"Pakistan","22","MiscCrop",1972,673.92385839361
"South Africa","24","MiscCrop",1972,1518.41996638197
"South America_Northern","25","MiscCrop",1972,1476.17231884427
"South America_Southern","26","MiscCrop",1972,1060.14044181739
"South Asia","27","MiscCrop",1972,531.431797712104
"South Korea","28","MiscCrop",1972,1023.48722017402
"Southeast Asia","29","MiscCrop",1972,755.934926598202
"Argentina","31","MiscCrop",1972,1882.3531140033
"Colombia","32","MiscCrop",1972,1170.01986267577
"HongKong_Macau","33","MiscCrop",1972,2027.07186354373
"USA","01","OilCrop",1972,5023.25932371555
"Africa_Eastern","02","OilCrop",1972,1473.78624045363
"Africa_Northern","03","OilCrop",1972,1832.55448188626
"Africa_Southern","04","OilCrop",1972,1882.29713870075
"Africa_Western","05","OilCrop",1972,1750.47406400059
"Australia_NZ","06","OilCrop",1972,4741.00558723707
"Brazil","07","OilCrop",1972,2690.63874141197
"Canada","08","OilCrop",1972,4727.36767001632
"Central America and Caribbean","09","OilCrop",1972,2365.87915873946
"Central Asia","10","OilCrop",1972,1930.85814966662
