Country.Name,Country.Code,Indicator.Name,Indicator.Code,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
Belize,BLZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160.673353,5595.729107,6166.172138,6443.962114,6324.114686,6202.33794,6093.33863,6083.471008,6073.14893,6364.966948,6953.7627,7082.681108,7240.399586,7712.045085,7867.257805,7865.133116,8014.095702,7894.919527,7943.236574,7808.798749,7875.365074,7855.674423,7967.675033,7896.740084,8043.505822,8024.844341
Benin,BEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1456.016619,1464.470234,1452.920277,1481.468591,1458.0216,1494.793123,1511.293292,1551.493452,1567.320031,1603.51914,1646.464433,1679.711898,1700.871242,1701.854201,1719.564042,1693.512981,1705.868569,1753.19222,1784.493257,1773.034206,1759.386911,1761.574331,1793.766827,1866.559381,1936.825582,1985.613853
Bermuda,BMU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40553.25852,39322.10918,39584.32986,40557.22016,40518.40782,41999.25946,42816.96324,44514.10942,45911.6865,47199.84145,51140.23684,54245.14964,53096.92549,54549.80116,55452.63888,56017.19162,58784.59329,60117.45991,60675.98209,57151.91913,56395.0078,54984.51039,52137.30037,50669.31477,NA,NA
Bhutan,BTN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2332.949197,2327.027368,2464.480351,2558.185314,2724.046641,2930.9917,3073.091674,3185.1465,3293.913057,3460.378358,3596.661058,3780.50966,4062.702306,4245.989538,4370.435445,4560.013627,4757.229066,5490.214963,5640.119352,5906.472139,6485.588497,6882.688407,7120.274077,7167.526211,7456.315988,7601.36891
Bolivia,BOL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3707.243969,3826.432479,3813.530795,3898.64697,4000.830669,4106.167985,4201.55692,4323.758868,4453.293195,4386.793436,4412.255626,4403.715378,4431.307131,4470.309092,4575.173415,4694.918628,4836.426745,4972.476257,5191.098919,5278.010684,5407.468585,5598.566773,5793.069971,6090.890591,6324.990141,6475.741503
Bosnia and Herzegovina,BIH,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440.519384,1790.826539,3444.847419,4667.85057,5400.973966,5906.185999,6217.080333,6478.898384,6806.87396,7062.521612,7476.571796,8115.467517,8540.533393,9025.299498,9521.680683,9253.280466,9330.291422,9422.276108,9343.835527,9579.771014,9698.578276,10023.56017
Botswana,BWA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8099.263276,8456.474954,8462.672074,8395.442758,8480.822517,8863.096604,9173.000732,9704.455229,9586.586256,10327.1422,10361.31364,10234.33122,10708.83061,11057.12983,11199.73097,11532.57167,12288.37098,13066.27625,13617.81135,12329.2207,13119.55551,13634.26789,13953.96825,15022.16151,15200.17601,14876.33174
Brazil,BRA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10245.83059,10229.08938,10019.99368,10325.74379,10710.41528,11012.05662,11081.65673,11281.0817,11145.15497,11026.931,11308.43784,11326.26471,11502.76201,11470.36052,11968.91852,12197.31603,12532.83953,13150.0052,13678.97823,13527.56476,14405.93077,14827.14672,14970.49651,15281.61196,15162.41778,14454.93732
British Virgin Islands,VGB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brunei Darussalam,BRN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77073.33544,77264.92177,78672.79732,76732.22749,77023.81097,78403.88324,78676.67778,75693.01028,73577.30513,74198.18106,74755.9277,75321.58312,76800.63381,77635.01809,76679.01393,75659.70975,77643.7072,76453.54282,73724.87909,71246.34857,71941.61325,73265.12163,72853.03086,70535.28789,67911.87891,66647.16564
Bulgaria,BGR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9283.751138,8584.306925,8045.962401,7990.347615,8163.287404,8434.255395,8613.511579,8570.783156,8930.153318,8476.56245,8945.390742,9499.674262,10265.69311,10848.85819,11623.04783,12530.55954,13447.7925,14774.88274,15719.17127,15153.18044,15261.58101,15603.05166,15730.89564,16021.96368,16363.04609,16956.40907
Burkina Faso,BFA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.2261203,872.051102,850.8559879,856.7749849,844.6871766,868.7859841,938.1729676,970.0378322,1012.142315,1056.837648,1045.953314,1083.774817,1099.000019,1150.979605,1167.779147,1231.691572,1269.710944,1301.090304,1353.763534,1351.874533,1422.3346,1470.435184,1519.656516,1529.592882,1545.84643,1561.521915
Burundi,BDI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.181336,1073.626674,1059.5065,972.8039725,918.1372891,831.1942636,753.3026449,731.2818376,755.2515851,735.0060487,713.2697675,709.1083599,718.585291,686.6508826,695.375733,677.5276961,689.3479051,697.1845171,706.8742803,706.0996539,707.7875756,712.6704834,716.8292026,725.3044314,734.4845955,692.6739312
Cabo Verde,CPV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1659.951046,1644.373165,1777.680844,1880.296155,2179.809057,2423.107173,2628.134216,2846.96317,3126.432256,3398.846659,3803.260335,3813.216534,3942.595984,4042.632026,4394.923814,4646.811853,4975.40485,5694.334514,6041.079595,5929.41809,5970.929036,6147.974534,6143.631979,6129.671272,6219.777782,6295.901426
Cambodia,KHM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011.093752,1066.009866,1098.70178,1123.733453,1153.747791,1180.029301,1288.816994,1370.822021,1451.159264,1519.753954,1621.000509,1759.822593,1961.920093,2140.252513,2323.89002,2442.923759,2408.623304,2513.293266,2648.650018,2795.168993,2955.173218,3112.630513,3278.221215
Cameroon,CMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2768.322614,2585.777437,2433.871171,2177.455049,2160.41846,2187.79459,2233.117152,2288.993538,2337.691932,2369.053882,2403.863858,2447.58635,2480.462612,2514.635993,2541.454218,2533.935879,2549.510424,2566.143824,2573.736304,2557.577757,2574.969921,2614.495561,2666.240586,2744.621684,2835.566677,2938.776214
Canada,CAN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31299.65457,30220.36078,30115.28124,30578.44562,31646.81026,32226.22694,32394.57787,33425.81513,34424.05206,35903.15453,37431.91698,37712.12824,38500.31708,38805.67111,39604.35486,40471.26053,41203.3504,41647.38781,41611.25081,39924.1959,40699.35513,41565.27122,41793.41923,42229.46319,42801.176,42890.8811
Cayman Islands,CYM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49902.14655,NA,NA,NA,NA
Central African Republic,CAF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943.0636968,915.0790854,834.6194097,815.8378952,834.022068,872.0559813,817.2503378,840.6990471,860.7430064,873.1102454,834.7545028,856.2533935,872.2540355,811.8165288,846.545421,839.9706026,855.4572691,878.902823,880.5486663,878.9485904,888.7166842,900.6397845,908.9712269,561.4612711,543.5975604,562.1929716
Chad,TCD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110.221223,1167.135345,1221.028838,996.799694,1062.755828,1040.780552,1028.516746,1050.104301,1084.60377,1039.353526,993.0922742,1067.8754,1114.986341,1231.07364,1584.598898,1793.242521,1743.280121,1740.873791,1736.002514,1750.940388,1923.709839,1862.351166,1961.283095,2005.214796,2073.957725,2043.544231
Channel Islands,CHI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chile,CHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9244.159549,9821.830843,10854.70461,11434.59018,11906.41031,12980.62089,13747.26268,14456.46747,14727.22445,14427.9757,14887.8983,15197.99875,15341.3958,15761.12871,16520.17666,17239.8609,17796.76913,18507.22085,18906.12706,18505.60281,19357.47343,20266.03603,21141.97773,21748.32609,21923.38642,22145.09481
China,CHN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.213656,1634.281416,1844.850605,2077.953526,2323.301433,2550.855169,2774.783856,2999.949412,3204.65187,3419.055336,3678.160366,3954.55816,4285.255854,4685.362979,5126.902462,5675.451402,6359.953769,7224.914366,7879.716895,8564.589789,9429.501149,10274.49435,11016.98906,11805.0866,12599.18797,13400.26697
Colombia,COL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7533.518824,7562.696828,7799.908755,7844.022303,8160.12027,8442.850137,8478.950658,8634.469535,8553.381568,8073.372693,8308.222744,8327.070759,8415.758715,8625.247388,8963.596588,9263.729745,9760.130028,10306.93007,10547.23315,10599.94043,10900.50433,11496.52725,11840.35585,12296.45605,12715.14324,12988.1677
Comoros,COM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531.461331,1406.770124,1482.751262,1483.725284,1365.887729,1376.053717,1321.345558,1337.839345,1319.42986,1310.236529,1415.811812,1413.160339,1411.075861,1406.373692,1399.263573,1404.626972,1407.269885,1384.476069,1356.573552,1349.698762,1346.126178,1347.797753,1354.7606,1368.533787,1363.563075,NA
"Congo, Dem. Rep.",ZAR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267.706482,1117.89816,961.4705513,799.5685604,740.3448132,721.1448617,693.3620875,637.7704308,612.4359306,571.9955642,518.497586,493.2332372,492.606662,503.9594908,520.9566193,535.4236872,546.0274623,561.7040825,577.6153399,575.1624171,596.3228484,617.1479614,640.5886153,673.393848,711.0169497,736.6802449
"Congo, Rep.",COG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5256.711101,5242.779712,5241.141136,5056.297339,4654.743467,4713.407895,4784.431584,4625.922509,4669.83295,4430.777828,4647.953197,4711.630046,4817.088911,4747.382251,4795.791318,5034.244872,5197.570128,4962.42361,5078.872963,5295.164185,5595.296553,5632.435875,5698.126379,5749.124358,5988.158823,5993.153101
Costa Rica,CRI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7291.224388,7291.147446,7758.563693,8125.372758,8299.301778,8415.330434,8287.393017,8545.373355,9054.88277,9592.249622,9574.127325,9504.427925,9620.41796,10080.84573,10356.94022,10809.61208,11592.33328,12338.47791,12503.70437,12214.68076,12659.03419,13072.14256,13589.14979,13900.09157,14232.17543,14471.78641
